radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,270,99,11100,20169,0,5.740216,49.687204,3598,1165,1,1392073049,1484552046,0
GSM,270,1,1031,15885,0,6.088024,49.569804,12807,1335,1,1392073344,1549442415,0
GSM,270,77,4102,30417,0,5.714951,49.962387,1000,13,1,1392073608,1438667207,0
GSM,270,1,1031,15210,0,5.974608,49.520468,5447,339,1,1392074271,1549857771,0
GSM,270,1,1031,15799,0,6.126825,49.715074,5320,850,1,1392074978,1531728155,0
GSM,270,1,1011,15702,0,6.05196,49.621583,8609,372,1,1392075070,1544706895,0
GSM,270,99,11100,3041,0,5.72937,49.693124,1000,669,1,1392075721,1484551985,0
GSM,270,1,1011,15595,0,6.20649,49.629576,20992,1082,1,1392076974,1544578171,0
GSM,270,1,1031,15332,0,5.997121,49.518148,5833,421,1,1392078503,1549857771,0
GSM,270,1,11100,20170,0,5.737267,49.689446,1000,186,1,1392079413,1484258057,0
GSM,270,1,1031,15386,0,6.124498,49.850786,2131,354,1,1392080302,1488720626,0
GSM,270,1,1011,15118,0,6.138627,49.702078,7949,85,1,1392081553,1531364776,0
GSM,270,77,2,20805,0,5.886611,49.639057,5247,9,1,1392083543,1438228950,0
GSM,270,99,11051,20432,0,6.1461639404297,49.57649230957,1000,1,1,1387338801,1387338801,0
GSM,270,99,15,22922,0,6.061878,49.576578,2033,16,1,1392085480,1418263932,0
GSM,270,99,16,24351,0,6.226766,49.524036,4977,111,1,1392086341,1421368512,0
GSM,270,1,1011,15803,0,6.127988,49.650923,6258,871,1,1392087180,1547797292,0
GSM,270,1,1011,15233,0,6.13265,49.661807,2001,86,1,1392087330,1533018798,0
GSM,270,77,4102,35390,0,5.657386,49.959297,1070,19,1,1392087375,1438667088,0
GSM,270,1,1031,20853,0,5.945899,49.663449,56737,257,1,1392087517,1484245271,0
GSM,270,99,15,25852,0,6.004369,49.638796,1362,266,1,1392088303,1421641356,0
GSM,270,99,16,22472,0,6.02816,49.45419,1000,69,1,1392088465,1421635583,0
GSM,270,1,4102,14775,0,5.7781219482422,49.671249389648,1000,1,1,1389696997,1389696997,0
GSM,270,1,1031,15904,0,6.090981,49.761155,2973,462,1,1392090708,1529676755,0
GSM,270,99,16,24353,0,6.189447,49.508609,6844,245,1,1392092604,1421806061,0
GSM,270,77,1,20757,0,6.099477,49.612199,1951,2,1,1392093446,1398725074,0
GSM,270,99,14,25761,0,6.021569,50.186203,5592,46,1,1392093600,1420772181,0
GSM,270,1,1011,15908,0,6.137882,49.685252,6386,247,1,1392096409,1531466148,0
GSM,270,1,1031,15384,0,6.141936,49.859119,2524,293,1,1392096731,1488720626,0
GSM,270,1,1031,15947,0,6.035953,49.63022,5066,176,1,1392097179,1541432218,0
GSM,270,1,1011,15119,0,6.140259,49.694182,7124,195,1,1392097214,1529015692,0
GSM,270,1,1031,15203,0,6.113709,49.740856,4205,363,1,1392099155,1531727834,0
GSM,270,99,11400,7369,0,5.699335,49.995679,5585,923,1,1392099534,1484554025,0
GSM,270,1,1031,15903,0,6.097289,49.749935,2372,440,1,1392100002,1533311036,0
GSM,270,1,4122,44041,0,6.080204,50.237201,6703,37,1,1392100802,1482193301,0
GSM,270,99,14,25771,0,6.031035,50.171586,6128,56,1,1392101052,1420771943,0
GSM,270,1,1031,15057,0,6.152587,49.863504,4495,391,1,1392101851,1542871693,0
GSM,270,99,11100,5067,0,5.736885,49.688784,1227,987,1,1392102964,1484551927,0
GSM,270,1,4102,14777,0,5.799544,49.681962,1494,5,1,1392103104,1461554859,0
GSM,270,1,1031,21013,0,6.004717,49.69045,58341,125,1,1392103501,1483926435,0
GSM,270,77,687,20111,0,6.463712,49.695241,8615,17,1,1392105281,1538692610,0
GSM,270,1,13100,34251,0,5.921159,50.241348,1618,130,1,1392105413,1484558176,0
GSM,270,1,1031,15185,0,6.08585,49.853861,2073,74,1,1392106935,1488720626,0
GSM,270,1,1011,15863,0,6.047505,49.627181,3172,377,1,1392107801,1544709191,0
GSM,270,77,4102,14837,0,5.749741,49.685898,1000,6,1,1392108764,1428499568,0
GSM,270,1,1031,15738,0,5.902417,49.553904,3735,235,1,1392111672,1547738345,0
GSM,270,1,1031,15015,0,5.93926,49.532055,10625,443,1,1392111712,1538142146,0
GSM,270,99,15,24071,0,6.1722564697266,49.59846496582,1000,1,1,1386742310,1386742310,0
GSM,270,1,4122,44122,0,6.113022,50.264969,1000,34,1,1392117928,1482193602,0
GSM,270,99,14,26281,0,5.938041,49.781229,12004,2,1,1392119157,1416364921,0
GSM,270,1,1011,15703,0,6.036891,49.626483,4275,129,1,1392122279,1542080121,0
GSM,270,99,15,22951,0,6.064059,49.577866,4881,14,1,1392123032,1415022132,0
GSM,270,99,11051,24262,0,6.379624,49.567566,1000,2,1,1389581359,1389581359,0
GSM,270,1,1031,15888,0,6.08419,49.586849,6982,132,1,1392128786,1533531733,0
GSM,270,99,14,26031,0,6.184993,49.648473,2367,135,1,1392129380,1421152004,0
GSM,270,1,13100,34250,0,5.927739,50.228293,1000,134,1,1392131505,1484558056,0
GSM,270,99,16,20522,0,6.256898,49.620688,15768,7,1,1392131721,1418817646,0
GSM,270,1,13100,31630,0,6.099595,50.249031,2290,12,1,1392132632,1434013211,0
GSM,270,99,14,15303,0,6.104965,49.731674,1000,3,1,1392133906,1418098625,0
GSM,270,1,1031,15414,0,6.083945,49.501581,11245,234,1,1392134963,1530710670,0
GSM,270,99,11400,7370,0,5.669347,49.962673,3553,659,1,1392143006,1484553904,0
GSM,270,1,4102,49444,0,5.805465,49.998191,20178,4,1,1392145326,1440041760,0
GSM,270,1,4102,13481,0,5.810649,49.594817,6579,32,1,1392164602,1480919908,0
GSM,270,77,4102,20757,0,5.7671356201172,49.978866577148,1000,2,1,1380790445,1380790445,0
GSM,270,77,4102,49344,0,5.845417,49.972001,1748,2,1,1392176837,1414402522,0
GSM,270,1,4129,12205,0,6.540583,49.760795,6797,10,1,1392184051,1472432367,0
GSM,270,1,6155,47605,0,6.120071,49.455093,1896,5,1,1392185902,1456496378,0
GSM,270,1,6155,58607,0,6.190833,49.449029,16828,7,1,1392192575,1474331653,0
GSM,270,1,4129,40438,0,6.525192,49.739229,2900,10,1,1392192896,1480570812,0
GSM,270,1,4102,20997,0,5.7520294189453,49.683609008789,1000,4,1,1392194907,1460989898,0
GSM,270,1,6151,10592,0,6.1063385009766,49.382858276367,1000,2,1,1374733936,1374733936,0
GSM,270,1,16,26102,0,6.385574,49.68132,1128,3,1,1392204991,1404186053,0
GSM,270,1,631,60124,0,5.784525,49.701922,3152,3,1,1392205223,1467148787,0
GSM,270,1,4102,49344,0,5.812479,49.938712,11100,4,1,1392205724,1451730882,0
GSM,270,1,6155,10850,0,6.108501,49.505474,7850,7,1,1392207554,1444783851,0
GSM,270,1,13100,1746,0,6.090019,50.23528,16777,43,1,1392208989,1467760944,0
GSM,270,1,11100,21797,0,5.809713,49.664658,3273,18,1,1392209119,1450788890,0
GSM,270,1,631,20853,0,5.752139,49.818197,16690,25,1,1392211495,1480011426,0
GSM,270,77,6,20757,0,6.389508,49.669926,14765,4,1,1392231062,1433214586,0
GSM,270,1,1011,20837,0,6.183705,49.618053,27673,171,1,1392231457,1483611886,0
GSM,270,1,1011,15041,0,6.096844,49.615461,7852,69,1,1392236429,1546850260,0
GSM,270,77,3,21877,0,6.100152,49.516068,2656,2,1,1381998845,1381998845,0
GSM,270,1,631,21077,0,5.750306,49.784842,19023,14,1,1392239775,1481481108,0
GSM,270,1,631,60426,0,5.810334,49.552844,2939,68,1,1392241308,1482466758,0
GSM,270,1,631,60326,0,5.783272,49.745407,1000,20,1,1392242336,1476135967,0
GSM,270,1,1011,21029,0,6.188376,49.630101,27183,200,1,1392242890,1482899938,0
GSM,270,1,1011,15291,0,6.117174,49.600773,2074,60,1,1392245338,1500941850,0
GSM,270,1,4102,43234,0,5.7808685302734,49.980239868164,1000,1,1,1382532734,1382532734,0
GSM,270,77,3,22021,0,6.116636,49.541474,1422,2,1,1392246450,1429663635,0
GSM,270,77,1,22069,0,6.079558,49.588165,2372,2,1,1367546046,1367546046,0
GSM,270,1,11100,8149,0,5.851346,49.640056,12170,340,1,1392308666,1484365476,0
GSM,270,77,2,20773,0,6.024895,49.669415,21597,5,1,1392308738,1410833733,0
GSM,270,1,6,482,0,6.383057,49.671524,1000,10,1,1392326163,1461043856,0
GSM,270,1,13100,33678,0,6.070279,50.189667,4595,24,1,1392326234,1444029548,0
GSM,270,1,1030,15166,0,5.924215,49.847229,2798,21,1,1392334976,1435743867,0
GSM,270,1,4128,63802,0,6.305405,49.86142,4333,109,1,1392337140,1484554396,0
GSM,270,1,1011,20885,0,6.205233,49.626265,22006,128,1,1392344711,1482688860,0
GSM,270,1,13100,356,0,6.091233,50.212326,1749,5,1,1392357135,1460585414,0
GSM,270,1,12400,21829,0,5.8728790283203,50.182113647461,1000,20,1,1392376741,1477904637,0
GSM,270,1,11100,21509,0,5.852776,49.721283,13552,12,1,1392476887,1433963023,0
GSM,270,1,11400,21509,0,5.742437,49.872014,14473,27,1,1392477223,1475266624,0
GSM,270,1,1030,15695,0,5.951614,49.891434,1000,3,1,1367828698,1367828698,0
GSM,270,77,3,20741,0,6.0857391357422,49.494094848633,1000,2,1,1367220455,1367220455,0
GSM,270,1,11400,21781,0,5.776828,49.899139,12700,16,1,1392478438,1445294249,0
GSM,270,77,2,20821,0,5.931299,49.643903,11247,15,1,1392500848,1444027522,0
GSM,270,77,1030,15485,0,6.3947296142578,49.683609008789,1000,1,1,1360130698,1360130698,0
GSM,270,77,4102,49326,0,5.703573,49.982594,2145,7,1,1376463309,1376463309,0
GSM,270,77,6,22865,0,6.3384246826172,49.654769897461,1000,1,1,1360129435,1360129435,0
GSM,270,1,4102,14771,0,5.7231903076172,49.860763549805,1000,1,1,1378325925,1378325925,0
GSM,270,77,3,22053,0,6.0857391357422,49.494094848633,1000,1,1,1378295946,1378295946,0
GSM,270,1,1011,15004,0,6.093914,49.60132,3865,133,1,1392548876,1533531733,0
GSM,270,1,4102,28225,0,5.704239,49.880264,1000,10,1,1392558420,1475608897,0
GSM,270,1,1010,15770,0,6.011581,49.592285,1000,2,1,1379726124,1379726124,0
GSM,270,77,3,5581,0,6.104216,49.531673,1000,11,1,1386808573,1386808573,0
GSM,270,1,1030,15163,0,5.950568,49.815053,1090,7,1,1392593363,1396569481,0
GSM,270,77,2,2264,0,6.11061,49.745293,4501,106,1,1392598828,1500538794,0
GSM,270,1,631,60146,0,5.6600189208984,49.962387084961,1000,4,1,1392601411,1396388039,0
GSM,270,1,4102,14802,0,5.946785,49.648463,8677,5,1,1392607199,1441201853,0
GSM,270,1,631,20997,0,5.955827,49.636099,4901,11,1,1392615181,1473396598,0
GSM,270,1,4128,10464,0,6.10445,50.032365,21427,20,1,1392619867,1476953129,0
GSM,270,1,13100,21909,0,6.047285,50.223625,4180,11,1,1392620187,1472803743,0
GSM,270,1,4128,12543,0,6.118716,50.031067,9931,5,1,1392624036,1464690687,0
GSM,270,1,631,21125,0,5.792492,49.678948,22920,17,1,1392638460,1484213076,0
GSM,270,77,2,22021,0,6.090538,49.64519,6295,2,1,1392647030,1443503609,0
GSM,270,99,15,4609,0,6.118698,49.599381,1000,3,1,1392632588,1392632588,0
GSM,270,99,15,10753,0,6.122269,49.599014,1000,5,1,1392632541,1392632541,0
GSM,270,99,15,4608,0,6.105789,49.600113,1000,5,1,1392632661,1392632661,0
GSM,270,99,15,4610,0,6.096039,49.596062,1000,8,1,1392632782,1392632782,0
GSM,270,99,15,3329,0,6.0967254638672,49.599838256836,1000,1,1,1392632722,1392632722,0
GSM,270,99,15,14338,0,6.076812,49.588623,1000,6,1,1392632843,1392632843,0
UMTS,270,99,15,74753,0,6.059647,49.582596,1000,9,1,1392632963,1392632963,0
UMTS,270,99,15,74752,0,6.058273,49.588852,1000,2,1,1392632982,1392632982,0
GSM,270,99,15,51201,0,6.052437,49.596234,1279,8,1,1392633125,1392633125,0
UMTS,270,99,15,69634,0,6.034241,49.594345,1000,2,1,1392633128,1392633128,0
GSM,270,99,15,52225,0,6.006088,49.591141,1431,6,1,1392633264,1392633264,0
GSM,270,99,15,52226,0,5.985489,49.587479,1000,3,1,1392633387,1392633387,0
GSM,270,99,16,55040,0,5.9854888916016,49.587478637695,1000,1,1,1392633299,1392633299,0
UMTS,270,99,21,65699353,0,5.963974,49.583359,1000,3,1,1392653248,1416039352,0
UMTS,270,99,21,65719353,0,5.96077,49.582329,1000,4,1,1392653263,1415434047,0
UMTS,270,99,21,65719883,0,5.947311,49.575119,1000,5,1,1392653321,1415434206,0
UMTS,270,99,21,65699133,0,5.931107,49.573746,1000,5,1,1392653421,1416039352,0
GSM,270,99,16,52736,0,5.928154,49.573402,1000,4,1,1392633817,1392633817,0
UMTS,270,99,16,71168,0,5.912018,49.570542,1193,12,1,1392634013,1392634013,0
UMTS,270,99,21,65699885,0,5.915957,49.571361,1000,19,1,1392653628,1416039352,0
GSM,270,1,13100,37321,0,6.006185,50.221764,5443,529,1,1392653787,1484009632,0
GSM,270,1,631,61474,0,5.813893,49.609246,3892,20,1,1392654282,1481940370,0
GSM,270,77,6,5222,0,6.480873,49.700723,16772,1996,1,1392655930,1549307206,0
GSM,270,77,6,5223,0,6.492839,49.710065,20811,1992,1,1392655930,1549959358,0
GSM,270,1,4128,58021,0,6.064378,50.146141,1515,36,1,1392674670,1470099411,0
GSM,270,1,11100,21765,0,5.825729,49.839707,1000,17,1,1392676526,1447717492,0
GSM,270,99,11100,6597,0,5.81094,49.542407,2959,39,1,1392676584,1477770161,0
GSM,270,1,4102,12373,0,5.810118,49.611538,3149,77,1,1392676710,1484512544,0
GSM,270,1,1031,15905,0,5.911004,49.549577,2478,294,1,1392676892,1522418326,0
GSM,270,99,11100,15306,0,5.814213,49.542246,1748,32,1,1392678240,1477770161,0
GSM,270,1,13100,21621,0,6.066061,50.138627,3907,7,1,1392678418,1456878617,0
GSM,270,1,13100,20789,0,6.078184,50.210266,2090,3,1,1392679058,1442287172,0
GSM,270,99,11100,24521,0,5.814306,49.630051,1673,43,1,1392681821,1481791956,0
GSM,270,99,11100,6601,0,5.818142,49.567272,8383,7,1,1392683359,1479693768,0
GSM,270,99,11100,714,0,5.798579,49.660914,6676,19,1,1392685259,1474861961,0
GSM,270,99,11100,27081,0,5.826981,49.648831,11529,52,1,1392686362,1480375948,0
GSM,270,1,5,1591,0,6.0871124267578,50.112075805664,1000,1,1,1391695495,1391695495,0
GSM,270,99,11100,6598,0,5.810223,49.582672,1000,8,1,1392689081,1447144729,0
GSM,270,1,4102,20757,0,5.731013,49.867363,34708,9,1,1392689506,1414130384,0
GSM,270,1,11100,1163,0,5.768684,49.675494,1846,55,1,1392690820,1484510479,0
GSM,270,99,16,24274,0,6.134132,49.561463,4954,54,1,1392691520,1421554487,0
GSM,270,1,1031,40014,0,6.103592,49.846344,1000,2,1,1392694753,1395978954,0
GSM,270,99,11100,26570,0,5.79684,49.668372,5819,261,1,1392699397,1483761884,0
GSM,270,99,11100,27082,0,5.822728,49.645704,1572,108,1,1392701130,1483493722,0
GSM,270,1,13100,21509,0,6.0871124267578,50.114822387695,1000,13,1,1392701682,1452664210,0
GSM,270,99,11100,24265,0,5.817358,49.552657,3572,14,1,1392703122,1477030536,0
GSM,270,99,11100,6248,0,5.810214,49.615089,1824,19,1,1392705767,1479371310,0
GSM,270,99,11100,15307,0,5.816918,49.571686,2007,4,1,1392706377,1447144848,0
GSM,270,77,4102,14866,0,5.774866,49.755364,3582,8,1,1392711396,1438676151,0
GSM,270,77,4102,14784,0,5.795518,49.726181,1344,3,1,1392713567,1438675939,0
GSM,270,77,4102,49430,0,5.700188,49.903679,1033,4,1,1392715589,1432190620,0
GSM,270,1,4129,22053,0,6.393356,49.676743,1000,4,1,1392724550,1470061248,0
GSM,270,1,1011,15596,0,6.200512,49.622356,21475,243,1,1392728862,1544578171,0
GSM,270,77,4102,14833,0,5.7657623291016,49.675369262695,1000,1,1,1375414627,1375414627,0
GSM,270,77,4102,14858,0,5.722917,49.861588,1786,5,1,1392741412,1438676930,0
GSM,270,1,4135,31164,0,6.6034698486328,49.772872924805,1000,5,1,1392750765,1474416454,0
GSM,270,77,4102,14503,0,5.852193,49.744113,15069,5,1,1392751442,1438676328,0
GSM,270,77,4102,14868,0,5.74585,49.787292,1000,4,1,1392752580,1438676271,0
GSM,270,1,11400,1010,0,5.722406,49.996719,1652,33,1,1392753465,1481741989,0
GSM,270,1,631,61464,0,5.830649,49.551087,2335,12,1,1392759300,1472755012,0
GSM,270,77,4102,19032,0,5.708084,49.936638,1000,4,1,1392763170,1432190742,0
GSM,270,77,2,22866,0,6.0211944580078,49.636917114258,1000,1,1,1363660138,1363660138,0
GSM,270,1,631,61263,0,5.771256,49.673309,1000,2,1,1365469304,1365469304,0
UMTS,270,1,2090,313580,0,6.126352,49.617993,1000,72,1,1392789414,1533401495,0
UMTS,270,1,2090,312383,0,6.099937,49.599736,1804,36,1,1392789417,1518096990,0
UMTS,270,1,2090,312776,0,6.081243,49.606629,5073,156,1,1392789417,1533396887,0
UMTS,270,1,2090,313216,0,6.10183,49.606245,7448,26,1,1392789417,1528694623,0
UMTS,270,1,2090,312702,0,6.0892,49.601779,1686,11,1,1392789417,1517576650,0
UMTS,270,1,2090,312851,0,6.077571,49.607439,1000,23,1,1392789417,1533131099,0
UMTS,270,1,2090,312167,0,6.16957,49.635365,1000,23,1,1392789417,1490359761,0
GSM,270,77,4,20757,0,5.869456,49.544234,4230,2,1,1392795693,1439341649,0
GSM,270,1,4102,20869,0,5.7740020751953,49.672622680664,1000,5,1,1392799742,1397263077,0
GSM,270,1,11100,9011,0,5.808438,49.686147,3701,13,1,1392801976,1480472315,0
GSM,270,1,4102,43236,0,5.718384,49.976463,1117,4,1,1392831337,1405734866,0
GSM,270,77,3,20773,0,6.099466,49.55407,4514,3,1,1392832774,1432878112,0
GSM,270,1,1011,15462,0,6.071215,49.609579,2048,732,1,1392845981,1542080121,0
GSM,270,1,1011,15529,0,6.076628,49.608495,5379,118,1,1392847776,1546850260,0
GSM,270,1,13100,5790,0,6.063766,50.175247,1000,2,1,1392847778,1415357702,0
GSM,270,1,1011,13108,0,6.118967,49.599165,6242,228,1,1392850016,1538158746,0
GSM,270,1,1031,15385,0,6.131286,49.85514,2642,42,1,1392854504,1484231757,0
GSM,270,1,1011,15459,0,6.11924,49.59923,3068,167,1,1392856182,1538158804,0
GSM,270,1,1011,15197,0,6.063592,49.612876,2733,216,1,1392857755,1533536906,0
GSM,270,1,1011,15446,0,6.133231,49.636942,4054,332,1,1392860932,1547802635,0
GSM,270,1,11100,6867,0,5.771622,49.674057,2686,45,1,1392873160,1481920734,0
GSM,270,1,1011,20375,0,6.189496,49.621129,1469,21,1,1392875748,1544573466,0
GSM,270,1,1011,15457,0,6.127448,49.598468,1453,125,1,1392876599,1531096248,0
GSM,270,1,11100,33738,0,5.761758,49.679261,1808,42,1,1392883327,1484158759,0
GSM,270,77,1,20789,0,6.110119,49.582673,2981,4,1,1392893180,1443494410,0
GSM,270,1,13100,21573,0,6.04946,50.228582,2922,18,1,1392897113,1446686531,0
GSM,270,1,1011,11137,0,6.074939,49.610981,8584,62,1,1392902204,1546850260,0
GSM,270,1,4128,23830,0,6.055985,50.149612,1000,3,1,1392902458,1398988138,0
GSM,270,99,16,24272,0,6.308256,49.492237,13592,5,1,1392909090,1414673697,0
GSM,270,1,1031,15554,0,6.117566,49.47652,7220,821,1,1392909090,1542246295,0
GSM,270,1,13100,21349,0,6.049551,50.243021,8032,11,1,1392914572,1481017365,0
GSM,270,1,11100,1162,0,5.802967,49.719094,22242,30,1,1392915404,1484072217,0
GSM,270,1,1011,15461,0,6.077149,49.605386,4444,147,1,1392915472,1533531733,0
GSM,270,1,2,173,0,5.996933,49.646759,1533,6,1,1392919017,1465272995,0
GSM,270,1,11100,21637,0,5.884741,49.663037,11962,42,1,1392919814,1451260562,0
GSM,270,1,6,2993,0,6.3823699951172,49.669876098633,1000,1,1,1384938449,1384938449,0
GSM,270,1,1011,15576,0,6.178202,49.622663,6336,112,1,1392954347,1547770226,0
GSM,270,1,1011,15460,0,6.077447,49.609778,2551,105,1,1392954576,1491915988,0
GSM,270,77,3,20789,0,6.074757,49.497017,6000,8,1,1392970837,1443499503,0
GSM,270,1,1031,15333,0,5.993251,49.510509,2479,67,1,1392975684,1549857771,0
GSM,270,1,1031,15180,0,5.983323,49.499639,2824,25,1,1392978626,1547736039,0
GSM,270,1,1031,15517,0,6.041261,49.54485,6582,1999,1,1392980757,1537865022,0
GSM,270,1,1031,15519,0,6.021871,49.535129,9344,1905,1,1392980758,1542357059,0
GSM,270,1,1031,15178,0,6.049309,49.534069,5559,72,1,1392980758,1546828643,0
GSM,270,77,6,5221,0,6.523601,49.72407,10760,1445,1,1392983118,1549307206,0
GSM,270,1,1030,15843,0,5.922318,49.774933,1000,2,1,1372112543,1372112543,0
GSM,270,1,11100,9012,0,5.770282,49.752078,8128,7,1,1393016173,1414991328,0
GSM,270,1,11400,1801,0,5.737798,49.842412,1261,11,1,1393022512,1477376404,0
GSM,270,1,11400,21845,0,5.745712,49.828903,1000,16,1,1393032116,1449126501,0
GSM,270,77,2,22612,0,6.1255645751953,49.668502807617,1000,1,1,1357537815,1357537815,0
GSM,270,77,2,22617,0,6.1296844482422,49.668502807617,1000,1,1,1357539794,1357539794,0
GSM,270,77,6,20805,0,6.349392,49.662332,3942,2,1,1393076363,1435014510,0
GSM,270,99,11100,6870,0,5.7767486572266,49.672622680664,1000,186,1,1393090622,1483493031,0
GSM,270,1,4129,33214,0,6.399004,49.654314,8245,18,1,1393144684,1472687527,0
GSM,270,99,21845,21845,0,5.847956,49.740354,61377,1157,1,1393189417,1484551687,0
GSM,270,77,5,20741,0,5.8975982666016,49.944534301758,1000,1,1,1388645544,1388645544,0
GSM,270,77,7303,46329,0,5.965803,49.521716,5659,18,1,1393206332,1469084846,0
GSM,270,99,11051,24553,0,6.4139556884766,49.683609008789,1000,1,1,1387865771,1387865771,0
GSM,270,1,1031,15930,0,6.098001,49.847915,2439,83,1,1393212022,1524048838,0
GSM,270,77,4102,14828,0,5.761645,49.680177,1374,2,1,1387186617,1387186617,0
GSM,270,99,16,20562,0,6.181119,49.589213,7469,4,1,1393220076,1406540203,0
GSM,270,1,11100,26569,0,5.987556,49.657927,14345,46,1,1393221569,1482814569,0
GSM,270,1,1031,20885,0,6.000623,49.698673,51471,104,1,1393222496,1484292775,0
GSM,270,1,1031,15226,0,6.113845,49.526129,22100,145,1,1393228578,1549286601,0
GSM,270,1,1030,20441,0,5.8344268798828,49.87174987793,1000,1,1,1387872489,1387872489,0
UMTS,270,1,2090,312443,0,6.101374,49.498515,8038,41,1,1393233702,1533133141,0
GSM,270,77,7303,35482,0,6.0321807861328,49.51057434082,1000,1,1,1386820050,1386820050,0
GSM,270,1,1011,20853,0,6.216799,49.606648,27681,65,1,1393238823,1484547916,0
GSM,270,1,1030,15228,0,5.858398,50.018273,5020,13,1,1393240699,1427723952,0
GSM,270,99,11051,22881,0,6.0939788818359,49.581985473633,1000,1,1,1388088724,1388088724,0
GSM,270,1,1031,15204,0,6.109441,49.746648,4765,762,1,1393247684,1531726662,0
GSM,270,99,11051,24062,0,6.3782501220703,49.668502807617,1000,1,1,1387854658,1387854658,0
GSM,270,99,49311,45711,0,6.1104583740234,49.419937133789,1000,1,1,1387762610,1387762610,0
GSM,270,1,11100,33737,0,5.842667,49.83284,1000,3,1,1393256451,1464277033,0
GSM,270,1,1030,15983,0,5.836474,49.896815,6229,4,1,1393258501,1408347870,0
GSM,270,99,15,13056,0,6.1186981201172,49.617691040039,1000,1,1,1393239134,1393239134,0
GSM,270,77,5,2162,0,5.773358,49.984872,9019,43,1,1393260226,1498461415,0
GSM,270,1,13100,20757,0,6.089714,50.214387,13832,16,1,1393264780,1473215581,0
GSM,270,1,631,23366,0,6.1145782470703,50.26725769043,1000,4,1,1393268026,1437047722,0
GSM,270,77,687,21909,0,6.3823699951172,49.671249389648,1000,1,1,1387184127,1387184127,0
GSM,270,1,1030,15645,0,5.896774,49.846207,1000,5,1,1393276476,1398049106,0
GSM,270,1,1031,20869,0,5.997065,49.673256,57301,86,1,1393279644,1482397651,0
GSM,270,99,11051,24072,0,6.302719,49.643098,1000,2,1,1393282230,1410517826,0
GSM,270,77,2,22053,0,5.925993,49.65297,8685,3,1,1393289679,1403256675,0
GSM,270,1,631,22395,0,6.1132049560547,50.264511108398,1000,1,1,1383654408,1383654408,0
GSM,270,1,1011,15583,0,6.384207,49.654089,20054,174,1,1393340320,1442807763,0
GSM,270,1,1011,15580,0,6.447508,49.680727,18434,1927,1,1393340321,1550026768,0
GSM,270,1,631,61174,0,6.0802459716797,50.088729858398,1000,1,1,1383655969,1383655969,0
GSM,270,1,13100,8154,0,6.015877,50.205137,5772,363,1,1393375158,1484009150,0
GSM,270,1,4129,21061,0,6.465454,49.819565,1000,2,1,1376960737,1376960737,0
GSM,270,1,11100,2249,0,5.760059,49.679912,1215,13,1,1393384962,1480539061,0
GSM,270,1,11100,24521,0,5.816047,49.629117,10211,94,1,1393422180,1484153674,0
GSM,270,77,4102,14774,0,5.796662,49.668503,1000,4,1,1393431537,1436244307,0
GSM,270,77,4102,14782,0,5.81932,49.560013,1374,3,1,1393448557,1405918905,0
GSM,270,77,4102,14844,0,6.016955,49.661397,4882,425,1,1393453421,1436243255,0
GSM,270,1,1030,15714,0,6.0747528076172,49.700088500977,1000,2,1,1393469805,1397119210,0
GSM,270,1,631,61295,0,5.897003,49.644566,6423,9,1,1393565029,1479503865,0
GSM,270,1,4122,44023,0,6.0871124267578,50.096969604492,1000,1,1,1376265381,1376265381,0
GSM,270,1,4122,44057,0,6.0912322998047,50.215072631836,1000,1,1,1376264300,1376264300,0
GSM,270,1,11100,24265,0,5.818917,49.557348,2806,17,1,1393626542,1476678165,0
GSM,270,1,11100,17353,0,5.8083343505859,49.584732055664,1000,1,1,1375865927,1375865927,0
GSM,270,1,631,61525,0,5.826884,49.981846,4712,6,1,1393737526,1400229910,0
GSM,270,1,631,61094,0,5.787049,49.988823,2278,4,1,1393757788,1417788643,0
GSM,270,1,631,61404,0,5.8605194091797,49.95964050293,1000,1,1,1381188192,1381188192,0
GSM,270,1,4102,21125,0,5.7712554931641,49.67399597168,1000,3,1,1393837224,1401679040,0
GSM,270,1,11400,468,0,5.714951,49.999924,1000,3,1,1393840446,1422600319,0
GSM,270,99,15,22333,0,6.040093,49.632676,25803,1868,1,1393854015,1421686785,0
GSM,270,1,1011,15776,0,6.376669,49.537322,7320,1184,1,1393856185,1549948678,0
GSM,270,99,16,22792,0,5.900346,49.544358,2215,15,1,1393886036,1421681997,0
GSM,270,1,1011,15209,0,6.402428,49.603795,6634,789,1,1393889892,1550026224,0
GSM,270,99,11051,22883,0,6.0816192626953,49.592971801758,1000,1,1,1393021774,1393021774,0
GSM,270,99,14,25803,0,6.130426,49.643362,1755,709,1,1393894609,1421138606,0
GSM,270,1,1011,15588,0,6.244426,49.512637,20301,621,1,1393894972,1544746787,0
GSM,270,99,16,20432,0,6.3343048095703,49.650650024414,1000,1,1,1393393742,1393393742,0
GSM,270,1,1011,15997,0,6.38167,49.534643,7611,1496,1,1393902511,1550036772,0
GSM,270,1,4102,49357,0,5.694063,49.912447,14843,16,1,1393903161,1482492831,0
GSM,270,1,1011,15423,0,6.190877,49.508045,1591,352,1,1393912131,1534978353,0
GSM,270,1,4102,55198,0,5.789324,49.696413,2958,31,1,1393926403,1482179255,0
GSM,270,99,16,24271,0,6.207333,49.602512,6184,37,1,1393928415,1418862013,0
